Date,Time,System Utilization,Eligible/Idle Jobs,Active Jobs
2021/03/22,16:24,98.004,34/60,74
2021/03/22,16:34,98.004,39/42,74
2021/03/22,16:44,97.783,42/48,74
2021/03/22,16:54,98.004,44/81,74
2021/03/22,17:04,98.004,46/54,74
2021/03/22,17:14,97.561,50/94,74
2021/03/22,17:24,98.078,49/92,74
2021/03/22,17:34,97.783,49/90,74
2021/03/22,17:44,99.630,48/89,75
2021/03/22,17:54,100.000,48/90,75
2021/03/22,18:04,100.000,46/85,75
2021/03/22,18:14,99.926,44/82,75
2021/03/22,18:24,98.004,43/79,74
2021/03/22,18:34,99.926,45/84,75
2021/03/22,18:44,98.522,48/89,75
2021/03/22,18:54,98.522,47/55,75
2021/03/22,19:04,98.226,47/86,75
2021/03/22,19:14,98.152,47/55,75
2021/03/22,19:24,98.891,40/72,75
2021/03/22,19:34,98.448,45/83,75
2021/03/22,19:44,98.596,56/78,75
2021/03/22,19:54,97.931,48/90,75
2021/03/22,20:04,97.561,47/88,75
2021/03/22,20:14,100.000,45/85,76
2021/03/22,20:24,96.970,44/81,75
2021/03/22,20:34,97.044,52/103,75
2021/03/22,20:44,97.044,42/79,75
2021/03/22,20:54,97.487,41/77,75
2021/03/22,21:04,99.852,48/96,75
2021/03/22,21:14,100.000,37/69,75
2021/03/22,21:24,99.630,48/67,74
2021/03/22,21:34,99.630,48/67,74
2021/03/22,21:44,99.630,48/67,74
2021/03/22,21:54,99.630,48/67,74
